,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
1,19.175353988457005,12.270215007489563,5.094607166104941,5.641883231458672,18.418681325622984,23.826133420553724,73.40961129382138,24.667954466381396,14.06267341111812,3.9573933990545194,2.741932947995402,10.781743133480983,17.75472150210356,37.681020684241105,15.098709327536922,11.41323425326003,3.4753232613585325,2.267562577806458,10.604489614206479,18.16721799950213,19.132010088594853,18.667579720521605,13.821540642559581,6.291219523962757,4.54097465902197,8.671352343041125,15.860280733015015,3.8780399098674367,12.955990434229978,9.883524401154176,7.289589460823971,3.4552134329219872,4.617975826828684,11.054989147250078,21.44211487477325,15.346794508225463,11.692487253703657,4.135209613319129,0.8156879905564753,6.679964127240157,11.495647067779519,9.320413044162917,13.832204306388652,8.025121262624454,3.147671427205041,4.196786392311725,5.18948147800339,5.005775739142633,7.452402214735328,5.346901721368463,4.428003675138195,3.919064504627211,0.6441286095980648,2.5927324776545717,4.326534051805723,7.300250172310071,7.878217603661597,4.780092163413411,1.7731774538823117,3.3054574538676023,1.0160021558186196,2.9481442827004587,4.861996785630938,4.5508940988943385,3.833135383176078,1.5502761320257186,2.858958889650864,0.6548632436021743,2.625033154692707,6.582541749658473,1.3062753826601505,1.0939610598291194,1.4027090067519805,1.009369242113143,1.3911835395421328,2.9045062292901207,5.580471883556623,2.63269075154571,1.294638037062149,2.3183218278433264,1.970353929736509,1.3778543580788123,3.5883875635932867
2,16.703594139314454,15.697303945450347,3.38322902355928,1.986086112242357,8.757330689427182,17.50837988686064,94.9303086682078,19.15732708289055,16.261363617363045,7.234913570270282,3.286483426681866,3.8124997906179092,19.49127921248417,22.667172911437746,20.491833877834665,11.702647158872011,6.8174393041567685,6.916386130793592,8.275480150383682,12.616875026880868,13.268333974799909,12.994365022094883,4.964401234696242,6.066073413846996,8.469426757458823,6.060863260403238,4.980332686852748,13.709658567383114,7.707279133981673,4.995423102173982,3.642821755902707,5.688949244093468,3.681526818950267,2.9404962520299818,9.493649307228015,1.9701919603506253,3.9746173255300916,4.876810327458557,0.9142570600326438,2.8386922689280416,7.561515506275537,9.759697457337584,0.9263940844862172,2.4846437829541057,1.919549410176376,2.1860322756330492,3.1523381873423757,4.044572426290631,10.318709593988636,0.9448297377852442,1.936091817691812,3.656666184756312,0.32886814087533073,3.239124177069433,2.7153925679973834,1.055129724783102,3.478882773678237,2.3102963732577995,3.289732815285308,2.142591562011028,4.589914805385626,5.0928511402352115,5.201894910267779,5.74094581754332,0.8112471603027085,2.97072974786864,1.3875634881931413,0.655563155766101,1.8452993124777821,5.562822375306377,4.26345203706911,3.6207696596808545,4.6440901002839805,2.0208834965886977,2.516454788692653,1.821041001848423,4.186704719442491,2.013796894561248,1.5154507629011542,1.7613004445125688,4.477856646944944,4.122740828381028,3.759134638060811
3,12.98026425826349,8.174240841523556,3.3515810908927177,2.9914343920306026,4.365940819832636,14.103880140544511,89.87282072817503,12.473400829111789,8.2734452950194,1.7554781815184437,5.137067814404776,6.165383251325573,8.470690854269114,19.867709337202495,7.972215262413288,4.295170047542522,1.5777680836717307,2.5046744540464325,3.01485521357964,7.756445664926277,11.674426585885369,9.709068020068592,7.746994052036318,0.6234676507971361,5.156398037253277,7.280825806658475,8.664258826646478,28.31901842948969,9.778773670784854,8.871687254143003,1.8229509321026724,4.293534265481354,10.105686999094438,13.927370823823606,32.6019280186685,10.054138220951176,7.745082819793017,3.8197893170180257,1.803001990481817,1.6370123260703242,6.708334326402195,12.044272983629556,4.231955718651794,4.174098870674983,1.8073654574680873,0.7820753079178907,1.1593217863816048,4.244864285127562,10.492004169261728,7.036482734476742,7.7178650408216525,1.41485371949515,3.486998178328989,4.274007126927458,8.078814830479832,18.044082559126686,4.771919405785596,6.18681179820591,2.914765583490161,0.5882488775798685,6.273816658478155,6.413636480263659,18.404392359105437,4.773012503507211,2.4612452290451703,4.218351390833022,1.3919198732870661,3.497322616892267,2.592092257767792,8.2805404962291,4.214950569228205,1.454353251908062,1.0331999415465134,0.4029104118792995,2.3530335809414047,1.8906512381745368,6.392997202349147,3.0194316555916507,1.9341985400695456,0.5707387780266591,1.9377037118114095,2.4405553112609737,1.584759223683694
4,8.071362055172905,5.935475745705348,6.221926108610025,7.275318035731352,4.643345213427673,5.665655574627376,99.68586024099838,4.035288461480974,1.1098078459657281,5.157819393091375,5.195584744429984,6.4827421511105525,6.1883758666141375,43.67515769572796,4.140990730043537,5.4028288919750915,7.312023966082281,6.818429770421014,2.3925262764644857,6.117021922247039,22.689344091616448,6.505892114791368,3.824981387480509,2.086861788503578,3.471314060446463,5.582150903019139,1.057585971120507,16.456877903510133,6.977539341259495,4.753225910176538,5.909003876855863,2.182804110725784,2.5695742883156143,3.7974084541667903,2.3480983065673695,3.7509624353824553,3.967691997559611,4.851891829760663,4.203307142004845,3.7878473387572633,3.242336464664582,8.132314719328642,9.193446515227743,1.184270188946404,2.9612852781031367,1.5348575840734857,3.311185090591869,3.9057079765102873,2.3928310244891566,6.856007589626363,2.9686537126275097,4.888942815108443,3.731286931332863,5.542675451680432,0.5928127348534756,3.5616445578615883,3.192960669936164,3.8282081961979775,2.2787096259491393,1.102679973279711,3.2118146101313516,2.962338910795154,3.724609944746083,3.987847377197573,0.9188449751112986,3.9090262326787144,1.4299346747336272,4.603873767598158,4.061131746069453,3.291725595521288,0.5678828687538694,2.7428385826847754,2.9818981537116187,2.218599285556934,3.706967502061628,1.3870369165625995,0.5876250237761343,0.974961720283943,1.2369857465276912,2.9684142848232384,1.8228006405496766,1.592280673363294,4.648971247943912
6,10.543949818898147,8.013098063761008,4.4521935583609595,1.2993051153823054,2.205604843448702,5.802246024611295,103.83863227747955,12.093672437723109,9.820330963900139,4.3847835129348365,4.054197965904608,6.443095946387826,11.877766140062205,40.06740155838395,5.804547016783511,6.266508225902358,4.5915834906020185,2.1189694910505263,5.228610431181324,4.135714970543935,10.657373278365808,1.021838562164513,3.6010825496644836,5.061120133007043,1.9846115186249391,1.584628022926047,5.239558759328719,13.375568889754927,5.237606731615946,3.9149245436846716,6.348207920271696,4.024437486249246,4.854349964009796,7.067438157945498,8.197010783941737,3.509257585684973,1.672550119897947,3.38722237137908,0.37887747539720484,1.2743227567439621,3.0157711573457124,3.8730896085386495,2.204133451863064,5.50418332500328,1.2630913922852496,1.0271973028941754,3.122648782972335,3.7264270096354437,2.89639186106925,4.646014642459031,4.2986146053283605,0.969011709463999,0.6150501827032273,0.07518437160942448,2.7825518958254665,1.400430348927373,0.5790258423576227,1.6962516002314763,0.953476487666594,1.1676960500927978,2.347605461323995,1.9337914277243653,1.7484477704930839,2.0785570138497107,3.9613881716813215,2.3023245771095393,0.8742030263834962,1.5017507973713629,3.3048120646011743,2.436252593123369,0.7266737526475527,2.562892150705248,1.309495214763289,2.262114452644938,2.1392284379029722,2.2489444398338065,0.49494978866248635,0.5568866334549758,2.6172399768064083,1.6886391694888296,1.2282426992584345,2.5715289259688197,0.294299797726555
7,25.412988941276048,10.56891319812974,7.3626017272938995,4.7172215294589455,9.795208796834402,15.456509109008959,96.12182984900954,12.441466662968311,5.66629162580492,4.699241322813518,4.510426775543551,0.9764883261210757,3.061644339766375,40.48130419025648,8.963196913049119,2.9146107285332565,6.042450046657356,6.479423626405317,6.401135907975349,3.3716863779442354,7.402856594820379,1.450652704234457,5.3047468451314375,3.602023455102413,4.25554638316987,2.8009774128273155,3.5433418992214682,18.320562669199894,5.254371808047778,2.9426939532029706,3.8208222927205675,3.5265369706897283,3.3913131674455284,5.320888877057563,15.644686067377842,3.593968127948909,5.100030567219424,3.368773895160922,2.185002778197105,4.512762191214977,2.617572350187206,9.180154468787,1.5788447318617023,3.1072580312314892,3.283433798950481,1.2705781022698297,3.0462688855179776,4.198378216861023,11.121116665072774,4.69805389456945,2.16352536265358,0.9260142911743989,0.07854848024379513,4.66855953714768,1.5597122565250656,3.137424454117114,2.030081348722615,2.5510934859527366,2.255516467312618,1.2391135870158092,3.2128976290015006,4.528518716789791,9.925998390463889,4.1071341671765405,3.7317342844647827,0.20451353391886715,2.7732994267425837,5.0051007316248315,4.575065023367211,3.500918692124651,2.0691895007628616,0.8563600210629793,2.5772639576687406,0.7967408232072756,2.2906266915558438,3.7244083158553956,5.330636525688669,3.0874334945979096,3.2576776078235397,1.8110434223804965,4.160073104779987,3.582749249636278,3.5903496365974243
8,13.702898035253265,8.962398488366862,5.739584197598832,1.4006583932927514,0.4803959859973605,4.792445134371342,106.43898200565648,6.744909972186845,6.249154117802802,7.019470037515056,2.700899074699243,5.7322067841956335,3.968344884367207,28.149675841817913,9.853623450889256,5.412107912302301,4.328453735951383,4.938039627302893,6.287951793048082,2.2847826804799922,13.874988984452955,8.40882985938302,5.680025335729224,6.307850919314621,1.7278659675367956,1.747242011041235,2.7036818470250497,16.812173332386166,0.6862371544549505,2.7131785102150214,4.013589897048256,1.8649956543768627,4.869178457230064,6.750470988463054,6.773744196551903,4.32454053211939,0.6722456241679009,1.6062472300241564,2.6390004670653626,1.0689987203189468,1.6010068286142565,2.7863904406900764,3.461229032994295,1.4329972942786346,1.5618909422501466,1.9600133277303047,2.360781181896595,5.2337481148116165,7.599780849230748,2.950669724833789,0.9465487751167202,3.0432560497429924,2.746513651554647,4.367258388693568,3.5324568773939986,7.139864974712945,1.2755650436363482,1.6395319206043601,2.538327274717933,1.9532094113004435,2.065594670288998,1.5929691192940507,3.5666246653940052,1.3296525315644336,4.398939583193486,2.724968739573828,1.5988253471941785,3.2556943810380825,4.0603574502316455,4.841272971777406,2.8373921548410412,4.054926445170596,2.1559570373527333,3.6969209401753806,2.2132206617415804,0.9477544444043742,3.4894057714648614,2.904556672251558,1.1658112860060814,3.324625374951744,1.9956351441479532,2.935299928054592,3.118104853677038
9,19.066180398216243,5.018606280264854,2.575311598929314,4.594403720295251,13.907837264036738,18.51727595476828,100.43906206537433,12.50673557347839,5.307837582454956,2.0489524330405073,1.9896257940365054,4.451142128114243,11.200579615345383,24.29677361235192,16.982876052472374,6.002670855453422,6.5690743297888785,3.108956356984891,4.899351204766163,18.691046380202014,11.059385533292307,14.326263507575412,0.5781650820718112,1.0885768426909832,3.5420973336531048,2.016292326156869,3.957024942490211,3.647710074689276,4.6539303568183685,1.7415043618052397,1.0554864879587167,1.024293539661189,3.831690599800587,11.573390079218553,13.991183017169364,11.023941833530419,2.6977626982826353,1.9139103715512116,3.8962276064119648,3.1989023532320067,4.695570193552502,1.411207498393969,0.7218597183778503,1.3949489062599127,0.6110553409645986,3.4725980597437656,1.0339632101263587,6.641348713820435,5.6522824786468835,4.978934075025641,2.1720947993838147,1.2912115941534814,3.1644525110039874,3.587685637766069,7.252302574221015,2.700440294021664,2.1869594181830156,2.1854885229875523,2.53758524733181,3.2577408319158905,2.725643518966075,1.969204026070509,6.336615797185091,4.789704118184389,1.5900128116455334,1.5071811883459925,2.508861516174379,5.067097976061698,3.5893601807998734,4.645117704901448,3.4453429699974625,0.9805951772520948,2.108019069773829,1.0300623340149377,1.8286665845923822,2.4916823557539294,2.0679008839097257,4.423508698261555,2.0369839155860108,0.91531634577468,1.9996453765589774,2.5920043331569427,4.068939240195716
10,5.792012604688609,5.822087919482017,9.299110183530471,9.069544751336627,5.116564946136925,7.870706027649689,106.47070772570389,3.6492728734561584,5.8995324953656505,9.67576888109903,1.7462190330603409,2.679780514041475,7.147093057895279,18.027596461621133,6.719335810470644,6.7253602927055525,6.503447207659316,4.952939193461374,7.445855947660505,3.523431364938193,22.437859277627567,7.157148799084836,3.194887325922004,1.5964582610809803,5.756766426838534,4.14466278836133,5.18857692123506,16.06608415233533,3.367817612429985,7.95068684641837,4.289972553973674,3.0432590741477434,3.3076590031232325,8.491644571683468,6.425923414134545,4.854458052479339,3.4244436469271884,5.30210082947319,9.47183368723067,1.682687370480428,2.593320146988353,4.15788590336619,2.308317321828132,2.0332170932070226,1.6249291578548313,5.344992907725276,3.708255203985254,1.9211816167746554,5.554585238365218,3.623958263499832,2.479271337680306,0.696592027811292,2.9377541329099235,3.401879837898986,3.3542689395045038,2.42404961669091,2.5221940130528724,3.0459635182099856,4.442926034477709,2.1395617082505654,1.1282062891530698,1.895557581620805,2.0913675610809497,3.42500910591188,2.7139961599843803,3.246020708448027,0.9793793113061962,1.745059528610138,3.590633827688219,2.720708891201419,5.78805477626241,0.7510810918876607,3.778637348776784,3.3419668083241256,1.1757035107516767,1.4649928190963823,1.8137786238426292,2.338540675872926,4.745087628385547,1.2618938406532791,4.248630592883424,4.6962903757741925,1.7934682403998132
12,9.174726606725795,11.625667723507544,0.8308736436955787,4.342320808603895,5.425663014595839,3.9813629753909296,95.87994282742369,0.836459506339743,3.46476568134756,4.539185041469175,4.365698258100347,6.780385287852768,1.1885062856837112,52.115805957039015,1.0072971944167506,1.491302819596115,1.7333482237070195,6.292383944355493,7.769309188966446,4.0658364560683,17.6763137578125,3.3043376793013706,4.387202327141898,1.58396858706029,0.8161312565080956,4.46016972334418,4.60100612702123,12.56420150432855,8.964691382326071,4.717835228710922,2.988554407733934,0.3984441510542872,2.9006351056505406,1.9377501006791407,15.365282696752853,3.7313482736671353,3.569645612458702,2.458785832358373,2.014231839303167,4.948990959190511,3.9802913587381683,8.868775988947986,4.359706544012844,6.244298922191288,1.626129446996354,2.284482159743509,0.9003287480893089,5.010876072815264,8.18409990827751,4.0917512161847736,2.5822306352120927,4.827951205567222,3.884631177216611,4.389141984320692,2.394241300047788,5.997921978235653,3.983295745679226,4.270950660106939,2.8670953129275585,3.960167371454297,3.4803074937750536,3.3752995342995726,4.776442862243531,3.516453364279079,0.49474628188996694,1.8995442928556954,4.108752781595062,2.7660550057807782,1.7412620535252685,2.27477363629022,3.0767512506440218,3.9766241386185843,1.5203365961834043,3.5248837081198827,4.217622954614415,1.4476055716220415,3.680851335278887,1.9895246076013573,6.368777543563027,1.7316538881292214,3.4680277926676406,4.7868647706886005,3.6052780806707068
13,11.792395928883478,3.5242092437295045,4.888660062005071,9.998539461020219,6.422677081101819,28.927231589283853,76.25917838351519,35.38140842616963,8.336223633931185,5.757298889036128,6.008922287051034,3.8347781506142438,14.48629287113757,42.59880191976317,16.898067732072885,9.072123685327323,5.685870169693509,3.3804289432975803,6.6858016428315885,15.661815076156755,17.235726731750205,16.082134399655533,3.9649757217938717,8.754805529958462,1.5022659990567142,5.28593925933661,12.270079944099752,8.376996592745499,17.744559883790963,6.68787952020281,2.3623152695267353,2.635158984269826,3.8054616120582705,7.8246043874891935,12.301105906288646,10.710284226751112,1.003989340321626,6.001917774791844,3.5988307677856577,2.2046192728694436,4.307258654598674,12.71370863954593,10.761285553342475,4.433419437563921,3.3829638822067962,1.9192872959614133,4.13187898089305,2.9351449469806616,6.1709984842705286,8.383252530394238,2.434733010942548,1.49864148577328,3.3472699398886605,2.9153961729225832,7.896196767131447,8.019243526215956,4.641616967096706,0.42149903178033593,4.397086380511369,4.2446911634150135,3.622001761734543,3.793111593375605,10.197491304673253,7.399884855414735,3.8763554449876896,3.8677903199387793,3.8655867258411796,2.58678867288719,8.620723909871764,5.59912168212459,7.684952784139559,2.5383957896850564,2.356823029937593,3.0924228046379656,2.8223773500471183,5.6752170252373775,8.608493233489947,6.718744977000188,2.656493161559196,0.9963424935255991,3.354976756109021,1.3509215282134723,5.370431379461055
14,2.7879139513816447,6.64037551938119,5.830139528842284,6.490159677477302,9.128813331395714,6.184787052170628,93.54906237305029,0.2620611673744188,6.434110283544259,9.928238820659951,2.301421600734274,9.012517307294193,6.887546552963247,42.39247338600088,4.754777881771557,5.868842352204358,4.897509759089293,2.8437814074914076,6.419107601756021,7.81455855312959,7.715366686590567,8.489026784692404,5.865659679238018,2.5962248248890174,5.275424793598892,6.42350990936957,7.33950886992524,16.87910425042059,3.517086694710921,4.678307547559133,3.437567841537014,2.6477031501021626,12.922017358127022,6.110592569357303,14.614762278312043,2.341800156992057,8.157703499718039,7.487612571564889,1.3787536991870875,4.3113244970498545,5.979492439545796,7.537666650831263,2.5534353708425663,3.778082529460668,6.165790928296774,6.678859055673158,10.90481428577384,6.855325944817564,11.586478314653215,3.4139727220064287,3.0271783895262674,9.297360947419987,1.9259249582604612,8.311992723465906,12.477837039443065,9.910199738905764,4.023849710046566,4.389085472047325,4.386800061200509,4.393597310299985,6.370705034139727,3.7166874445583735,7.02842189307876,5.541632043899156,4.919491655893469,4.593258304155023,1.958221666899787,1.84793769303928,7.949366789489012,1.6317508428106158,6.834311189123727,1.3333829630981902,0.9243178842753471,4.0456156342938,9.325704413795412,5.3769282620768735,2.1497741087230486,7.566026240003534,4.650414788861015,4.453476571075143,1.5991862764933626,0.7685108536342125,9.748930219244276
15,4.489482766258915,6.844331057798185,3.5973355158624494,4.142233470813197,3.2265388745997527,8.559588906443475,95.71757693855847,1.441951811473366,3.137979626855238,2.7600739007123685,6.818637087223414,9.236228872995193,16.72223801329771,29.016972829197407,9.095901217553608,12.06262174678121,1.1745547317213305,4.651827723896408,8.126033729758742,8.047273887226353,33.96931483345515,7.704039221441468,7.9385741512542545,2.1783670870981493,4.933251682972817,5.420591755039098,10.111082673577425,9.81156811286741,1.2700055169905655,6.906873057721718,3.7897429168056487,2.774406992206048,7.9476294665598255,10.738609345421342,20.928731160214777,2.757267698087173,9.807295055449227,3.9675133100607227,1.4489605313893095,6.301149690608306,2.0229931711509526,8.92667032634633,3.663604269871032,8.629386380876504,4.500357573895828,1.9066748706232945,0.3886931584717175,4.208206526456989,10.590242875978433,3.7159027569294065,4.601820656461302,0.7108254243935999,0.7563100584283806,4.484999771760159,4.506852031506543,8.753737330607759,2.4162562663458256,3.188867630044665,3.411666295956339,0.8847441480956928,4.598962946232605,2.7834448064552806,2.4643634276506003,3.2844470022946575,0.8724384511735856,3.153950528609674,2.022920846228473,0.6301366424823069,3.5202746411915777,5.2738072690881435,3.5694564108497024,4.2767620328239895,1.669768993219837,0.6158581556110485,2.1796810808886145,5.309585513903707,1.2543031323527953,2.730639777882874,2.914759174892809,1.3689283407498714,0.955493359146218,1.7389549288832804,4.355549719336007
16,7.157102497044484,2.577018647020489,9.755178544847093,9.052960744335913,1.9902402076259607,5.793389522452048,102.62485153073015,9.954543837633134,5.089927728164914,4.393847072911311,4.554740078482566,6.159458587935555,13.952266129056733,35.6148372034404,10.24031782874342,5.569508344988025,3.329800413028746,2.7773737459358228,2.4565845727534503,3.2855775885619116,20.022773975185704,6.0632458356090755,5.833866561171657,4.261285709584838,2.352717487232618,5.055369212005029,8.109272943919958,7.388783116082702,5.608950162166978,3.216273498102727,1.6359564066818935,6.903027149085755,3.2313103146938986,6.173689601788203,15.439927405092359,5.471120783187896,3.9161793242995593,2.760631160575071,2.5872348100490807,1.737811744809211,3.086753665784007,9.14841677362114,2.789700211373803,4.977800796374218,3.91237486130703,4.038015883886936,3.815709091860277,3.510041016739567,5.44965345956751,2.505230558892294,2.1434176430819063,1.211301318034137,1.8110894094547523,3.8217921062116855,1.2811704450568553,1.3667784248961745,2.2671282160276527,2.3017317428292685,2.1101196893569947,0.742839034755306,2.005585414874833,3.2541279761788307,1.5448829354048883,1.9065148992486742,3.1312587841536117,2.144862246751563,0.8268169674948258,2.67228980333031,1.8713682335024815,3.1147019759286896,1.879364920125777,1.0967693522651922,0.8611341607687062,0.989016665719518,2.4579813804303297,1.6578969028484438,3.7708120821593067,3.285108680801407,1.5706624643206673,1.3353727264313595,0.47844228243599696,3.2032892084026177,3.3766008635338745
17,4.070903030025891,2.477085889276238,2.571622934931858,5.915919278365065,4.785632362176704,2.4994237280223692,104.78019497183372,2.4902990402101235,3.4928162820256166,8.304971886886504,4.0538532291054485,6.51926224578483,5.961057914254763,27.83023381967132,9.33221491369113,5.45370757146525,9.179635390052612,10.51788559073934,3.9009743312279,10.722609285694077,1.626561611521146,9.485909671669635,1.3260222326347826,10.19184179237478,9.86451871371357,5.875183157884155,9.352587308509944,16.50269495732078,6.524563388832338,4.075966118910983,8.600362569700374,5.705865853070762,1.236285933695956,1.15548388241447,7.484762283753889,6.471688995187066,1.7397612750940967,4.607697034476021,3.4811754322443242,3.0970732929735356,5.6843676724173084,13.8078810200574,2.7968160090817467,2.4325800225119263,6.579132969812083,1.8663648550544485,2.321977657996405,2.372397454743418,3.7479689704922317,2.263172636640566,0.8607846607829498,4.152910227653379,2.115071469656085,2.3477989461628237,1.7019331760294032,6.0070363190682246,2.192720789411261,3.9450779448491575,3.2586921155009048,1.4436300719177504,2.1491989111843615,2.496483844507745,2.850035960259208,2.4490617413907665,4.385381464353751,4.727454272831908,2.7846578296301754,2.3651158235259677,2.374318910219456,5.99841171522924,3.616659916679769,1.055744183920417,3.0883247336023314,2.955846186696934,1.1487336326443283,0.20382576786886536,4.291121074425665,1.83676589961348,2.268279737776201,2.4843186547518905,1.534399260181583,3.4988226416593817,1.89798559628023
